Number of Wells,Number of Connections,Pipeline Diameter,Pipeline Length,p2,p4,p6,p8,p10,p12,NPV,tot_co2_gen
20.0,1.0000000498936732,19.99999998509884,27999.997291426393,150,900.0,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173753191,20165.020830126323,1972.5052081936037
20.0,1.0000000498936732,20.0,27999.997291441294,150,900.0,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173753191,20165.020830132547,1972.5052081936037
20.0,1.0000000498936732,20.0,27999.997291426393,150,900.0,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173753191,20165.020830132547,1972.5052081936037
20.0,1.0000000498936732,20.0,27999.997291426393,150,900.0000000149012,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173753191,20165.020830131598,1972.5052081954773
20.0,1.0000000498936732,20.0,27999.997291426393,150,900.0,2785.6528386145164,4706.184574449296,5531.634879534734,6955.602173753191,20165.0208301323,1972.505208196227
20.0,1.0000000498936732,20.0,27999.997291426393,150,900.0,2785.6528385996153,4706.184574464197,5531.634879534734,6955.602173753191,20165.02083013247,1972.5052081924798
20.0,1.0000000498936732,20.0,27999.997291426393,150,900.0,2785.6528385996153,4706.184574449296,5531.634879549635,6955.602173753191,20165.020830132562,1972.5052081935808
20.0,1.0000000498936732,20.0,27999.997291426393,150,900.0,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173768092,20165.020830132526,1972.5052081936487
20.0,1.0000003860073055,20.0,27999.997268497278,150,900.0,2300.0,4627.914102502216,5560.024039374273,6920.024122081831,20171.553391770096,1887.7895316573156
19.99999998509884,1.0000003860073055,20.0,27999.997268497278,150,900.0,2300.0,4627.914102502216,5560.024039374273,6920.024122081831,20171.553391740075,1887.7895316573156
20.0,1.0000004009084666,20.0,27999.997268497278,150,900.0,2300.0,4627.914102502216,5560.024039374273,6920.024122081831,20171.55337466321,1887.7895597875604
20.0,1.0000003860073055,19.99999998509884,27999.997268497278,150,900.0,2300.0,4627.914102502216,5560.024039374273,6920.024122081831,20171.55339176382,1887.7895316573156
20.0,1.0000003860073055,20.0,27999.99726851218,150,900.0,2300.0,4627.914102502216,5560.024039374273,6920.024122081831,20171.553391770096,1887.7895316573156
20.0,1.0000003860073055,20.0,27999.997268497278,150,900.0,2300.0,4627.914102502216,5560.024039374273,6920.024122081831,20171.553391770096,1887.7895316573156
20.0,1.0000003860073055,20.0,27999.997268497278,150,900.0000000149012,2300.0,4627.914102502216,5560.024039374273,6920.024122081831,20171.553391768906,1887.7895316596766
20.0,1.0000003860073055,20.0,27999.997268497278,150,900.0,2300.000000014901,4627.914102502216,5560.024039374273,6920.024122081831,20171.553391769987,1887.789531660261
20.0,1.0000003860073055,20.0,27999.997268497278,150,900.0,2300.0,4627.9141025171175,5560.024039374273,6920.024122081831,20171.553391769987,1887.7895316561842
20.0,1.0000003860073055,20.0,27999.997268497278,150,900.0,2300.0,4627.914102502216,5560.0240393891745,6920.024122081831,20171.5533917701,1887.7895316573033
20.0,1.0000003860073055,20.0,27999.997268497278,150,900.0,2300.0,4627.914102502216,5560.024039374273,6920.024122096732,20171.553391770078,1887.7895316573565
19.999999641553895,1.0,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837965206,20171.55387652426,1887.7894666237712
19.999999656455056,1.0,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837965206,20171.553876554335,1887.7894666237712
19.999999641553895,1.0000000149011612,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837965206,20171.55385941741,1887.7894947540265
19.999999641553895,1.0,19.999999828193534,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837965206,20171.553876530532,1887.7894666237712
19.999999641553895,1.0,19.999999813292373,27999.997268512165,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837965206,20171.55387652426,1887.7894666237712
19.999999641553895,1.0,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837965206,20171.55387652426,1887.7894666237712
19.999999641553895,1.0,19.999999813292373,27999.997268497264,150,900.0001554518376,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837965206,20171.553876523067,1887.789466626132
19.999999641553895,1.0,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.000383923784,4627.906635273054,5560.024341887777,6920.022837965206,20171.55387652415,1887.7894666267166
19.999999641553895,1.0,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635287955,5560.024341887777,6920.022837965206,20171.553876524154,1887.7894666226396
19.999999641553895,1.0,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341902678,6920.022837965206,20171.553876524267,1887.789466623759
19.999999641553895,1.0,19.999999813292373,27999.997268497264,150,900.0001554369364,2300.0003839088827,4627.906635273054,5560.024341887777,6920.022837980107,20171.55387652424,1887.7894666238124
19.999999250910726,1.0,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250092345,20171.554143787016,1887.7923402637803
19.999999265811887,1.0,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250092345,20171.554143817077,1887.7923402637803
19.999999250910726,1.0000000149011612,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250092345,20171.554126680123,1887.792368394078
19.999999250910726,1.0,19.999999624727696,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250092345,20171.554143793244,1887.7923402637803
19.999999250910726,1.0,19.999999609826535,27999.99726851093,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250092345,20171.554143787016,1887.7923402637803
19.999999250910726,1.0,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250092345,20171.554143787016,1887.7923402637803
19.999999250910726,1.0,19.999999609826535,27999.99726849603,150,900.000324790524,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250092345,20171.554143785823,1887.7923402661418
19.999999250910726,1.0,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802214754,4627.869959685313,5560.027175365819,6920.016250092345,20171.5541437869,1887.792340266726
19.999999250910726,1.0,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959700214,5560.027175365819,6920.016250092345,20171.554143786903,1887.7923402626486
19.999999250910726,1.0,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.02717538072,6920.016250092345,20171.55414378702,1887.7923402637682
19.999999250910726,1.0,19.999999609826535,27999.99726849603,150,900.0003247756229,2300.000802199853,4627.869959685313,5560.027175365819,6920.016250107246,20171.55414378699,1887.792340263821
20.0,1.0000000109809095,20.0,27999.997268487645,150,900.0,2300.0,4627.669953830394,5560.041389994149,6919.9781439991475,20171.555721301367,1887.8072203679026
19.99999998509884,1.0000000109809095,20.0,27999.997268487645,150,900.0,2300.0,4627.669953830394,5560.041389994149,6919.9781439991475,20171.555721271317,1887.8072203679026
20.0,1.0000000258820707,20.0,27999.997268487645,150,900.0,2300.0,4627.669953830394,5560.041389994149,6919.9781439991475,20171.555704194518,1887.8072484984211
20.0,1.0000000109809095,19.99999998509884,27999.997268487645,150,900.0,2300.0,4627.669953830394,5560.041389994149,6919.9781439991475,20171.555721295146,1887.8072203679026
20.0,1.0000000109809095,20.0,27999.997268502546,150,900.0,2300.0,4627.669953830394,5560.041389994149,6919.9781439991475,20171.555721301367,1887.8072203679026
20.0,1.0000000109809095,20.0,27999.997268487645,150,900.0,2300.0,4627.669953830394,5560.041389994149,6919.9781439991475,20171.555721301367,1887.8072203679026
20.0,1.0000000109809095,20.0,27999.997268487645,150,900.0000000149012,2300.0,4627.669953830394,5560.041389994149,6919.9781439991475,20171.555721300174,1887.8072203702636
20.0,1.0000000109809095,20.0,27999.997268487645,150,900.0,2300.000000014901,4627.669953830394,5560.041389994149,6919.9781439991475,20171.55572130125,1887.807220370848
20.0,1.0000000109809095,20.0,27999.997268487645,150,900.0,2300.0,4627.669953845295,5560.041389994149,6919.9781439991475,20171.555721301254,1887.8072203667707
20.0,1.0000000109809095,20.0,27999.997268487645,150,900.0,2300.0,4627.669953830394,5560.04139000905,6919.9781439991475,20171.55572130137,1887.8072203678903
20.0,1.0000000109809095,20.0,27999.997268487645,150,900.0,2300.0,4627.669953830394,5560.041389994149,6919.978144014049,20171.555721301345,1887.807220367944
19.99999965104671,1.0,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.79048017171,20171.56343432056,1887.882083150382
19.999999665947872,1.0,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.79048017171,20171.563434350603,1887.882083150382
19.99999965104671,1.0000000149011612,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.79048017171,20171.563417213787,1887.882111282017
19.99999965104671,1.0,19.99999983312984,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.79048017171,20171.563434326832,1887.882083150382
19.99999965104671,1.0,19.99999981822868,27999.997268463187,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.79048017171,20171.56343432056,1887.882083150382
19.99999965104671,1.0,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.79048017171,20171.56343432056,1887.882083150382
19.99999965104671,1.0,19.99999981822868,27999.997268448285,150,900.0001513014267,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.79048017171,20171.563434319363,1887.8820831527428
19.99999965104671,1.0,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736782687,4626.6776240006275,5560.111682307453,6919.79048017171,20171.563434320447,1887.8820831533274
19.99999965104671,1.0,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.677624015529,5560.111682307453,6919.79048017171,20171.563434320447,1887.8820831492503
19.99999965104671,1.0,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682322354,6919.79048017171,20171.56343432057,1887.8820831503704
19.99999965104671,1.0,19.99999981822868,27999.997268448285,150,900.0001512865256,2300.0003736633676,4626.6776240006275,5560.111682307453,6919.790480186612,20171.563434320546,1887.882083150423
19.999998996023173,1.0,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074482096,20171.601639292585,1888.2539610614408
19.999999010924334,1.0,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074482096,20171.60163932261,1888.2539610614408
19.999998996023173,1.0000000149011612,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074482096,20171.60162218641,1888.2539891986178
19.999998996023173,1.0,19.999999491967472,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074482096,20171.60163929881,1888.2539610614408
19.999998996023173,1.0,19.99999947706631,27999.997268267256,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074482096,20171.601639292585,1888.2539610614408
19.999998996023173,1.0,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074482096,20171.601639292585,1888.2539610614408
19.999998996023173,1.0,19.99999947706631,27999.997268252355,150,900.000435267659,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074482096,20171.601639291388,1888.2539610638014
19.999998996023173,1.0,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.00107507784,4621.750512775162,5560.463169174991,6918.861074482096,20171.601639292472,1888.2539610643864
19.999998996023173,1.0,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512790063,5560.463169174991,6918.861074482096,20171.601639292476,1888.2539610603076
19.999998996023173,1.0,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169189892,6918.861074482096,20171.601639292592,1888.2539610614301
19.999998996023173,1.0,19.99999947706631,27999.997268252355,150,900.0004352527578,2300.001075062939,4621.750512775162,5560.463169174991,6918.861074496997,20171.60163929256,1888.253961061482
19.99999915227556,1.0,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787979882032,1890.092073562394
19.99999916717672,1.0,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787979912107,1890.092073562394
19.99999915227556,1.0000000149011612,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787962778686,1890.092101726961
19.99999915227556,1.0,19.999999573357247,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787979888297,1890.092073562394
19.99999915227556,1.0,19.999999558456086,27999.997267301133,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787979882032,1890.092073562394
19.99999915227556,1.0,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787979882032,1890.092073562394
19.99999915227556,1.0,19.999999558456086,27999.99726728623,150,900.0003675200257,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787979880843,1890.092073564756
19.99999915227556,1.0,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907744199,4597.5017961002495,5562.192087713746,6914.283007173405,20171.787979881923,1890.0920735653415
19.99999915227556,1.0,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.501796115151,5562.192087713746,6914.283007173405,20171.78797988193,1890.0920735612517
19.99999915227556,1.0,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.1920877286475,6914.283007173405,20171.787979882036,1890.092073562385
19.99999915227556,1.0,19.999999558456086,27999.99726728623,150,900.0003675051246,2300.000907729298,4597.5017961002495,5562.192087713746,6914.283007188306,20171.787979882014,1890.092073562435
19.999999973865947,1.0,19.99999998639073,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851629777,20172.6062586409,1898.7629052505583
19.999999988767108,1.0,19.99999998639073,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851629777,20172.606258670963,1898.7629052505583
19.999999973865947,1.0000000149011612,19.99999998639073,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851629777,20172.60624154974,1898.7629335443307
19.999999973865947,1.0,19.99999997148957,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851629777,20172.606258634645,1898.7629052505583
19.999999973865947,1.0,19.99999998639073,27999.99726284638,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851629777,20172.6062586409,1898.7629052505583
19.999999973865947,1.0,19.99999998639073,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851629777,20172.6062586409,1898.7629052505583
19.999999973865947,1.0,19.99999998639073,27999.99726283148,150,900.0000113437752,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851629777,20172.606258639706,1898.7629052529196
19.999999973865947,1.0,19.99999998639073,27999.99726283148,150,900.000011328874,2300.000027997589,4485.6934099129,5570.1629012037865,6893.175851629777,20172.60625864077,1898.7629052535112
19.999999973865947,1.0,19.99999998639073,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.693409927801,5570.1629012037865,6893.175851629777,20172.606258640797,1898.762905249374
19.999999973865947,1.0,19.99999998639073,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.162901218688,6893.175851629777,20172.6062586409,1898.7629052505595
19.999999973865947,1.0,19.99999998639073,27999.99726283148,150,900.000011328874,2300.0000279826877,4485.6934099129,5570.1629012037865,6893.175851644678,20172.606258640884,1898.762905250597
20.0,1.0000003064161462,20.0,27999.997240759272,150,900.0,2300.0,3931.6673290310155,5609.657982023658,6788.58834418638,20175.48884004385,1947.0962892414918
19.99999998509884,1.0000003064161462,20.0,27999.997240759272,150,900.0,2300.0,3931.6673290310155,5609.657982023658,6788.58834418638,20175.488840013786,1947.0962892414918
20.0,1.0000003213173074,20.0,27999.997240759272,150,900.0,2300.0,3931.6673290310155,5609.657982023658,6788.58834418638,20175.488822995594,1947.096318255479
20.0,1.0000003064161462,19.99999998509884,27999.997240759272,150,900.0,2300.0,3931.6673290310155,5609.657982023658,6788.58834418638,20175.48884003763,1947.0962892414918
20.0,1.0000003064161462,20.0,27999.997240774173,150,900.0,2300.0,3931.6673290310155,5609.657982023658,6788.58834418638,20175.48884004385,1947.0962892414918
20.0,1.0000003064161462,20.0,27999.997240759272,150,900.0,2300.0,3931.6673290310155,5609.657982023658,6788.58834418638,20175.48884004385,1947.0962892414918
20.0,1.0000003064161462,20.0,27999.997240759272,150,900.0000000149012,2300.0,3931.6673290310155,5609.657982023658,6788.58834418638,20175.488840042646,1947.0962892438529
20.0,1.0000003064161462,20.0,27999.997240759272,150,900.0,2300.000000014901,3931.6673290310155,5609.657982023658,6788.58834418638,20175.48884004366,1947.096289244476
20.0,1.0000003064161462,20.0,27999.997240759272,150,900.0,2300.0,3931.6673290459166,5609.657982023658,6788.58834418638,20175.488840043807,1947.0962892400548
20.0,1.0000003064161462,20.0,27999.997240759272,150,900.0,2300.0,3931.6673290310155,5609.65798203856,6788.58834418638,20175.48884004382,1947.0962892415473
20.0,1.0000003064161462,20.0,27999.997240759272,150,900.0,2300.0,3931.6673290310155,5609.657982023658,6788.588344201281,20175.488840043832,1947.096289241521
20.0,1.0000000199559431,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.041813453875,6763.7312515876165,20175.826720010253,1960.1037213337852
19.99999998509884,1.0000000199559431,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.041813453875,6763.7312515876165,20175.82671998023,1960.1037213337852
20.0,1.0000000348571043,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.041813453875,6763.7312515876165,20175.826702967046,1960.1037505416057
20.0,1.0000000199559431,19.99999998509884,27999.99723551376,150,900.0,2300.0,3800.0,5619.041813453875,6763.7312515876165,20175.82672000399,1960.1037213337852
20.0,1.0000000199559431,20.0,27999.997235528663,150,900.0,2300.0,3800.0,5619.041813453875,6763.7312515876165,20175.826720010253,1960.1037213337852
20.0,1.0000000199559431,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.041813453875,6763.7312515876165,20175.826720010253,1960.1037213337852
20.0,1.0000000199559431,20.0,27999.99723551376,150,900.0000000149012,2300.0,3800.0,5619.041813453875,6763.7312515876165,20175.826720009052,1960.103721336146
20.0,1.0000000199559431,20.0,27999.99723551376,150,900.0,2300.000000014901,3800.0,5619.041813453875,6763.7312515876165,20175.82672001004,1960.1037213367774
20.0,1.0000000199559431,20.0,27999.99723551376,150,900.0,2300.0,3800.000000014901,5619.041813453875,6763.7312515876165,20175.826720010224,1960.1037213322754
20.0,1.0000000199559431,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.041813468776,6763.7312515876165,20175.82672001022,1960.103721333855
20.0,1.0000000199559431,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.041813453875,6763.731251602518,20175.82672001024,1960.1037213338125
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.03961618825,6763.7302750251165,20175.82674892374,1960.1036701921437
19.99999998509884,1.0,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.03961618825,6763.7302750251165,20175.82674889372,1960.1036701921437
20.0,1.0000000149011612,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.03961618825,6763.7302750251165,20175.826731880577,1960.1036993999649
20.0,1.0,19.99999998509884,27999.99723551376,150,900.0,2300.0,3800.0,5619.03961618825,6763.7302750251165,20175.826748917523,1960.1036701921437
20.0,1.0,20.0,27999.997235528663,150,900.0,2300.0,3800.0,5619.03961618825,6763.7302750251165,20175.82674892374,1960.1036701921437
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.03961618825,6763.7302750251165,20175.82674892374,1960.1036701921437
20.0,1.0,20.0,27999.99723551376,150,900.0000000149012,2300.0,3800.0,5619.03961618825,6763.7302750251165,20175.82674892255,1960.1036701945047
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.000000014901,3800.0,5619.03961618825,6763.7302750251165,20175.826748923544,1960.103670195136
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.0,3800.000000014901,5619.03961618825,6763.7302750251165,20175.826748923715,1960.103670190634
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.039616203151,6763.7302750251165,20175.82674892371,1960.103670192213
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.0,3800.0,5619.03961618825,6763.730275040018,20175.82674892373,1960.10367019217
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553603373,20175.82677573894,1960.1036172305405
19.99999998509884,1.0,20.0,27999.99723551376,150,900.0,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553603373,20175.826775708923,1960.1036172305405
20.0,1.0000000149011612,20.0,27999.99723551376,150,900.0,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553603373,20175.82675869578,1960.1036464383606
20.0,1.0,19.99999998509884,27999.99723551376,150,900.0,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553603373,20175.826775732727,1960.1036172305405
20.0,1.0,20.0,27999.997235528663,150,900.0,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553603373,20175.82677573894,1960.1036172305405
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553603373,20175.82677573894,1960.1036172305405
20.0,1.0,20.0,27999.99723551376,150,900.0000000149012,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553603373,20175.82677573775,1960.1036172329013
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.0000000149043,3800.0000000000014,5619.029717039143,6763.726553603373,20175.826775738748,1960.103617233532
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.000000000003,3800.0000000149025,5619.029717039143,6763.726553603373,20175.826775738915,1960.1036172290308
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.000000000003,3800.0000000000014,5619.029717054044,6763.726553603373,20175.826775738904,1960.1036172306099
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.000000000003,3800.0000000000014,5619.029717039143,6763.726553618274,20175.82677573893,1960.103617230567
20.0,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.0,3800.000314171035,5618.968620646596,6763.704479060923,20175.826912015003,1960.1033077646564
19.99999998509884,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.0,3800.000314171035,5618.968620646596,6763.704479060923,20175.82691198497,1960.1033077646564
20.0,1.0000000391977586,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.0,3800.000314171035,5618.968620646596,6763.704479060923,20175.8268949718,1960.1033369724707
20.0,1.0000000242965974,19.999999985091872,27999.99723551376,150,900.0000000000013,2300.0,3800.000314171035,5618.968620646596,6763.704479060923,20175.82691200874,1960.1033077646564
20.0,1.0000000242965974,19.999999999993033,27999.997235528663,150,900.0000000000013,2300.0,3800.000314171035,5618.968620646596,6763.704479060923,20175.826912015003,1960.1033077646564
20.0,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.0,3800.000314171035,5618.968620646596,6763.704479060923,20175.826912015003,1960.1033077646564
20.0,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000149024,2300.0,3800.000314171035,5618.968620646596,6763.704479060923,20175.826912013803,1960.1033077670172
20.0,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.000000014901,3800.000314171035,5618.968620646596,6763.704479060923,20175.826912014792,1960.1033077676482
20.0,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.0,3800.000314185936,5618.968620646596,6763.704479060923,20175.826912014978,1960.103307763147
20.0,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.0,3800.000314171035,5618.968620661497,6763.704479060923,20175.826912014967,1960.1033077647264
20.0,1.0000000242965974,19.999999999993033,27999.99723551376,150,900.0000000000013,2300.0,3800.000314171035,5618.968620646596,6763.704479075825,20175.826912014993,1960.1033077646828
19.999999999900883,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827757701303,1960.1014788963087
19.99999998499972,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827757671206,1960.1014788963087
19.999999999900883,1.0000000168851568,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827740658067,1960.1015081040969
19.999999999900883,1.0000000019839956,19.99999998509819,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827757695024,1960.1014788963087
19.999999999900883,1.0000000019839956,19.99999999999935,27999.997235528663,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827757701303,1960.1014788963087
19.999999999900883,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827757701303,1960.1014788963087
19.999999999900883,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000149013,2300.0,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827757700106,1960.10147889867
19.999999999900883,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.000000014901,3800.0018850321353,5618.663138853637,6763.5941064800445,20175.827757701103,1960.1014788993004
19.999999999900883,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850470365,5618.663138853637,6763.5941064800445,20175.827757701274,1960.1014788947984
19.999999999900883,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138868538,6763.5941064800445,20175.82775770127,1960.1014788963776
19.999999999900883,1.0000000019839956,19.99999999999935,27999.99723551376,150,900.0000000000001,2300.0,3800.0018850321353,5618.663138853637,6763.594106494946,20175.827757701292,1960.101478896335
20.0,1.0,20.0,27999.99723551376,150,900.0,2300.0000000000027,3800.007054349672,5617.2747049685395,6763.092168414608,20175.831488469783,1960.0935671842756
19.99999998509884,1.0,20.0,27999.99723551376,150,900.0,2300.0000000000027,3800.007054349672,5617.2747049685395,6763.092168414608,20175.83148843976,1960.0935671842756
20.0,1.0000000149011612,20.0,27999.99723551376,150,900.0,2300.0000000000027,3800.007054349672,5617.2747049685395,6763.092168414608,20175.831471426685,1960.0935963919458
20.0,1.0,19.99999998509884,27999.99723551376,150,900.0,2300.0000000000027,3800.007054349672,5617.2747049685395,6763.092168414608,20175.83148846356,1960.0935671842756
20.0,1.0,20.0,27999.997235528663,150,900.0,2300.0000000000027,3800.007054349672,5617.2747049685395,6763.092168414608,20175.831488469783,1960.0935671842756
