Number of Wells,Number of Connections,Pipeline Diameter,Pipeline Length,p2,p4,p6,p8,p10,p12,NPV,tot_co2_gen
19.999999208040055,1.0,19.9999995875173,27999.997309443257,150,900.0003436617858,3167.269091324488,4767.681541153143,5509.3278473904875,6983.557458074473,20157.776167280717,2032.5466799372914
19.999999208040055,1.0,19.9999995875173,27999.997309443257,150,900.0003436617858,3167.269091324488,4767.681541138242,5509.327847405389,6983.557458074473,20157.776167280783,2032.5466799383762
19.999999208040055,1.0,19.9999995875173,27999.997309443257,150,900.0003436617858,3167.269091324488,4767.681541138242,5509.3278473904875,6983.557458089374,20157.776167280743,2032.5466799384556
20.0,1.0000000664810655,20.0,27999.997309438055,150,900.0,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037136437,20157.778205947063,2032.5314223351936
19.99999998509884,1.0000000664810655,20.0,27999.997309438055,150,900.0,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037136437,20157.77820591703,2032.5314223351936
20.0,1.0000000813822267,20.0,27999.997309438055,150,900.0,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037136437,20157.77818863494,2032.5314526222705
20.0,1.0000000664810655,19.99999998509884,27999.997309438055,150,900.0,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037136437,20157.77820594084,2032.5314223351936
20.0,1.0000000664810655,20.0,27999.997309452956,150,900.0,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037136437,20157.778205947063,2032.5314223351936
20.0,1.0000000664810655,20.0,27999.997309438055,150,900.0,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037136437,20157.778205947063,2032.5314223351936
20.0,1.0000000664810655,20.0,27999.997309438055,150,900.0000000149012,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037136437,20157.778205946284,2032.5314223367282
20.0,1.0000000664810655,20.0,27999.997309438055,150,900.0,3167.167473774741,4767.665478797419,5509.334010196872,6983.550037136437,20157.778205946768,2032.5314223376165
20.0,1.0000000664810655,20.0,27999.997309438055,150,900.0,3167.16747375984,4767.6654788123205,5509.334010196872,6983.550037136437,20157.778205947012,2032.5314223340777
20.0,1.0000000664810655,20.0,27999.997309438055,150,900.0,3167.16747375984,4767.665478797419,5509.334010211774,6983.550037136437,20157.778205947077,2032.5314223351625
20.0,1.0000000664810655,20.0,27999.997309438055,150,900.0,3167.16747375984,4767.665478797419,5509.334010196872,6983.550037151338,20157.77820594704,2032.5314223352418
19.999999785730566,1.0,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616292099,20157.788527722012,2032.4563430360806
19.999999800631727,1.0,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616292099,20157.788527752073,2032.4563430360806
19.999999785730566,1.0000000149011612,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616292099,20157.788510410006,2032.4563733220398
19.999999785730566,1.0,19.999999903277523,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616292099,20157.788527728237,2032.4563430360806
19.999999785730566,1.0,19.99999988837636,27999.99730942965,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616292099,20157.788527722012,2032.4563430360806
19.999999785730566,1.0,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616292099,20157.788527722012,2032.4563430360806
19.999999785730566,1.0,19.99999988837636,27999.99730941475,150,900.0000930119924,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616292099,20157.788527721234,2032.4563430376152
19.999999785730566,1.0,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767025649,4767.585418075802,5509.363047279314,6983.513616292099,20157.78852772171,2032.456343038504
19.999999785730566,1.0,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418090704,5509.363047279314,6983.513616292099,20157.78852772196,2032.456343034965
19.999999785730566,1.0,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047294215,6983.513616292099,20157.788527722027,2032.4563430360497
19.999999785730566,1.0,19.99999988837636,27999.99730941475,150,900.0000929970912,3166.670767010748,4767.585418075802,5509.363047279314,6983.513616307,20157.78852772199,2032.4563430361284
20.0,1.0000000744634048,20.0,27999.997309294606,150,900.0,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334392336,20157.840889330873,2032.0726152771892
19.99999998509884,1.0000000744634048,20.0,27999.997309294606,150,900.0,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334392336,20157.84088930083,2032.0726152771892
20.0,1.000000089364566,20.0,27999.997309294606,150,900.0,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334392336,20157.840872019675,2032.072645557429
20.0,1.0000000744634048,19.99999998509884,27999.997309294606,150,900.0,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334392336,20157.840889324634,2032.0726152771892
20.0,1.0000000744634048,20.0,27999.997309309507,150,900.0,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334392336,20157.840889330873,2032.0726152771892
20.0,1.0000000744634048,20.0,27999.997309294606,150,900.0,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334392336,20157.840889330873,2032.0726152771892
20.0,1.0000000744634048,20.0,27999.997309294606,150,900.0000000149012,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334392336,20157.840889330088,2032.072615278726
20.0,1.0000000744634048,20.0,27999.997309294606,150,900.0,3164.127929872836,4767.175957478001,5509.511583178945,6983.327334392336,20157.84088933058,2032.072615279614
20.0,1.0000000744634048,20.0,27999.997309294606,150,900.0,3164.1279298579348,4767.175957492902,5509.511583178945,6983.327334392336,20157.84088933082,2032.072615276074
20.0,1.0000000744634048,20.0,27999.997309294606,150,900.0,3164.1279298579348,4767.175957478001,5509.5115831938465,6983.327334392336,20157.840889330888,2032.0726152771585
20.0,1.0000000744634048,20.0,27999.997309294606,150,900.0,3164.1279298579348,4767.175957478001,5509.511583178945,6983.327334407237,20157.84088933085,2032.0726152772374
20.0,1.0000001299488477,20.0,27999.997308707185,150,900.0,3151.686133524583,4765.170896599362,5510.238470127419,6982.415708678505,20158.09673648356,2030.1916589868274
19.99999998509884,1.0000001299488477,20.0,27999.997308707185,150,900.0,3151.686133524583,4765.170896599362,5510.238470127419,6982.415708678505,20158.09673645353,2030.1916589868274
20.0,1.0000001448500089,20.0,27999.997308707185,150,900.0,3151.686133524583,4765.170896599362,5510.238470127419,6982.415708678505,20158.096719176137,2030.1916892390366
20.0,1.0000001299488477,19.99999998509884,27999.997308707185,150,900.0,3151.686133524583,4765.170896599362,5510.238470127419,6982.415708678505,20158.09673647729,2030.1916589868274
20.0,1.0000001299488477,20.0,27999.997308722086,150,900.0,3151.686133524583,4765.170896599362,5510.238470127419,6982.415708678505,20158.09673648356,2030.1916589868274
20.0,1.0000001299488477,20.0,27999.997308707185,150,900.0,3151.686133524583,4765.170896599362,5510.238470127419,6982.415708678505,20158.09673648356,2030.1916589868274
20.0,1.0000001299488477,20.0,27999.997308707185,150,900.0000000149012,3151.686133524583,4765.170896599362,5510.238470127419,6982.415708678505,20158.096736482777,2030.1916589883742
20.0,1.0000001299488477,20.0,27999.997308707185,150,900.0,3151.686133539484,4765.170896599362,5510.238470127419,6982.415708678505,20158.09673648326,2030.1916589892578
20.0,1.0000001299488477,20.0,27999.997308707185,150,900.0,3151.686133524583,4765.170896614263,5510.238470127419,6982.415708678505,20158.096736483505,2030.191658985711
20.0,1.0000001299488477,20.0,27999.997308707185,150,900.0,3151.686133524583,4765.170896599362,5510.23847014232,6982.415708678505,20158.09673648358,2030.1916589867965
20.0,1.0000001299488477,20.0,27999.997308707185,150,900.0,3151.686133524583,4765.170896599362,5510.238470127419,6982.4157086934065,20158.09673648354,2030.1916589868756
20.0,1.0000000663072035,20.0,27999.99730573379,150,900.0,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310131877,20159.374069244397,2020.592992755969
19.99999998509884,1.0000000663072035,20.0,27999.99730573379,150,900.0,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310131877,20159.374069214377,2020.592992755969
20.0,1.0000000812083647,20.0,27999.99730573379,150,900.0,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310131877,20159.374051956034,2020.5930228651484
20.0,1.0000000663072035,19.99999998509884,27999.99730573379,150,900.0,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310131877,20159.374069238147,2020.592992755969
20.0,1.0000000663072035,20.0,27999.99730574869,150,900.0,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310131877,20159.374069244397,2020.592992755969
20.0,1.0000000663072035,20.0,27999.99730573379,150,900.0,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310131877,20159.374069244397,2020.592992755969
20.0,1.0000000663072035,20.0,27999.99730573379,150,900.0000000149012,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310131877,20159.37406924359,2020.5929927575703
20.0,1.0000000663072035,20.0,27999.99730573379,150,900.0,3088.7049482955886,4755.021374095092,5513.920397178581,6977.802310131877,20159.37406924411,2020.59299275843
20.0,1.0000000663072035,20.0,27999.99730573379,150,900.0,3088.7049482806874,4755.021374109993,5513.920397178581,6977.802310131877,20159.374069244346,2020.5929927548514
20.0,1.0000000663072035,20.0,27999.99730573379,150,900.0,3088.7049482806874,4755.021374095092,5513.920397193482,6977.802310131877,20159.37406924441,2020.5929927559393
20.0,1.0000000663072035,20.0,27999.99730573379,150,900.0,3088.7049482806874,4755.021374095092,5513.920397178581,6977.802310146778,20159.374069244375,2020.592992756016
20.0,1.0000000498936732,20.0,27999.997291426393,150,900.0,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173753191,20165.020830132547,1972.5052081936037
19.99999998509884,1.0000000498936732,20.0,27999.997291426393,150,900.0,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173753191,20165.020830102472,1972.5052081936037
20.0,1.0000000647948344,20.0,27999.997291426393,150,900.0,2785.6528385996153,4706.184574449296,5531.634879534734,6955.602173753191,20165.020812928295,1972.5052375862203
